bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,sqft_living15,sqft_lot15,idade_imovel,foi_reformado,lat,long,zipcode,price
3.0,2.5,1700,6200,2.0,0,0,3,8,1700.0,0,1720,6205,17,0,47.2621,-122.221,98092,262000.0
3.0,1.75,1220,7370,1.0,0,0,4,7,1220.0,0,1580,8213,50,0,47.6334,-122.12,98008,500000.0
5.0,1.0,1670,6400,1.5,0,0,3,8,1670.0,0,1910,2983,95,0,47.6542,-122.373,98119,1300000.0
3.0,1.75,2420,65501,2.0,0,1,3,8,2420.0,0,2970,19036,30,0,47.6525,-122.087,98074,500000.0
3.0,2.25,2610,9002,2.0,0,0,3,9,2610.0,0,2320,8306,26,0,47.6909,-122.104,98052,675000.0
3.0,1.0,960,5030,1.0,0,0,3,7,960.0,0,1460,5400,59,0,47.5611,-122.28,98118,235000.0
3.0,1.0,960,5030,1.0,0,0,3,7,960.0,0,1460,5400,60,0,47.5611,-122.28,98118,545000.0
3.0,1.0,1010,9360,1.0,0,0,3,6,1010.0,0,1470,9360,33,0,47.6874,-122.168,98033,350000.0
2.0,2.25,1550,1827,2.0,0,0,3,8,1550.0,0,1420,1826,6,0,47.5394,-122.368,98106,320000.0
5.0,2.5,5067,13315,1.0,0,2,3,9,3154.0,1913,2860,13957,47,0,47.3391,-122.325,98003,452000.0
3.0,2.0,2350,6000,1.5,0,0,4,8,1990.0,360,2010,5040,92,0,47.6476,-122.32,98102,875000.0
3.0,1.5,1310,2998,2.0,0,0,3,7,1310.0,0,1310,2997,16,0,47.5873,-122.299,98144,325000.0
4.0,2.25,2160,5600,1.0,0,0,5,7,1080.0,1080,1850,5150,67,0,47.6442,-122.372,98119,756000.0
4.0,2.5,2510,7992,1.0,0,0,3,8,1610.0,900,2030,7992,36,0,47.3715,-122.285,98032,319000.0
3.0,1.75,890,3800,1.5,0,0,3,7,750.0,140,1280,3800,89,0,47.6803,-122.291,98115,455000.0
2.0,1.0,1129,3840,1.0,0,0,3,7,1129.0,0,1300,3880,62,0,47.5313,-122.351,98106,330000.0
4.0,3.25,1980,9988,1.0,0,0,3,8,1340.0,640,1980,8972,35,0,47.6883,-122.111,98052,510000.0
3.0,1.0,2360,5012,1.0,0,0,3,7,1560.0,800,1690,4800,51,0,47.5705,-122.384,98116,532000.0
3.0,2.5,2480,5007,2.0,0,0,3,8,1960.0,520,1650,7806,1,0,47.6974,-122.369,98117,775000.0
3.0,1.75,2160,4000,1.0,0,0,3,7,1080.0,1080,1260,3200,62,0,47.5721,-122.309,98144,410000.0
2.0,1.75,1740,5100,1.0,0,0,3,6,580.0,1160,1440,5100,100,0,47.5211,-122.33,98108,205000.0
4.0,2.5,2430,6766,2.0,0,0,3,8,2430.0,0,1820,6772,15,0,47.7294,-122.358,98177,585000.0
2.0,1.75,1950,8200,1.0,0,0,3,8,1950.0,0,2370,8000,40,0,47.3161,-122.382,98023,255000.0
2.0,1.0,910,3750,1.0,0,0,3,7,910.0,0,1160,4000,110,0,47.6772,-122.369,98117,415000.0
4.0,2.0,2360,7080,1.0,0,0,5,6,1180.0,1180,1340,7200,90,0,47.5261,-122.376,98126,459000.0
3.0,1.0,1130,11250,1.0,0,0,3,7,1130.0,0,1410,11250,49,0,47.7254,-122.227,98034,354000.0
3.0,2.5,2150,5193,2.0,0,0,3,8,2150.0,0,2150,7172,19,0,47.6952,-122.187,98033,587000.0
4.0,3.5,5270,53428,2.0,0,0,3,10,3440.0,1830,2340,30904,10,0,47.4358,-122.085,98058,782000.0
3.0,1.5,1300,7287,1.0,0,0,4,7,1300.0,0,1300,9129,50,0,47.6889,-122.187,98033,570000.0
3.0,1.0,1050,6002,1.0,0,0,3,7,840.0,210,1180,6003,74,0,47.6988,-122.316,98115,414500.0
4.0,1.0,1380,6700,1.0,0,0,3,7,1190.0,190,1380,8292,86,0,47.4871,-122.281,98168,185000.0
3.0,1.5,1610,10291,1.0,0,0,4,7,1610.0,0,1410,7729,53,0,47.2025,-121.999,98022,262500.0
4.0,2.75,3150,67518,1.0,0,0,4,9,2250.0,900,2210,32391,49,0,47.3382,-122.196,98092,370000.0
3.0,1.0,1520,9507,1.0,0,0,3,7,1520.0,0,1360,7219,61,0,47.7162,-122.324,98125,362500.0
3.0,2.5,1990,7397,2.0,0,0,3,9,1990.0,0,2210,7397,22,0,47.7703,-122.165,98072,536000.0
5.0,2.0,2500,7804,1.5,0,0,3,7,1570.0,930,1170,7676,94,0,47.5031,-122.348,98146,425000.0
3.0,2.25,1890,7200,1.0,0,0,4,7,1230.0,660,1970,8101,41,0,47.7156,-122.317,98125,435000.0
5.0,2.0,1840,9240,1.0,0,0,4,7,1540.0,300,1200,5250,72,1,47.7308,-122.34,98133,435000.0
2.0,1.0,1220,6300,1.0,0,0,3,7,760.0,460,1850,4886,73,0,47.5299,-122.387,98136,400000.0
2.0,1.5,1370,1221,2.0,0,0,3,8,1080.0,290,1560,2081,6,0,47.6039,-122.307,98122,446000.0
3.0,2.5,2710,13120,1.0,0,0,3,10,2710.0,0,3130,13566,56,0,47.6718,-122.256,98105,1250000.0
3.0,2.25,1760,5421,2.0,0,0,3,7,1760.0,0,1570,6000,23,0,47.3484,-122.037,98038,300000.0
2.0,1.0,800,5080,1.0,0,0,3,7,800.0,0,1560,5110,76,0,47.6978,-122.314,98115,404500.0
4.0,2.5,3530,49222,2.0,0,0,4,9,3530.0,0,3750,49222,29,0,47.7285,-122.112,98072,910000.0
3.0,2.25,1780,6120,1.5,0,0,4,9,1390.0,390,1960,5568,87,0,47.6025,-122.286,98122,771000.0
4.0,2.5,2610,4781,2.0,0,0,3,8,2610.0,0,2583,4796,5,0,47.2649,-122.292,98001,335000.0
3.0,1.75,1850,15170,1.0,0,0,3,7,1850.0,0,1160,14175,49,0,47.4991,-121.774,98045,390000.0
3.0,2.25,1560,9706,1.0,0,0,4,7,1560.0,0,1510,9706,52,0,47.3191,-122.213,98002,288000.0
3.0,1.75,1270,10790,1.0,0,0,3,7,1270.0,0,1270,10790,58,0,47.6647,-122.177,98033,403000.0
3.0,2.25,1420,1309,3.0,0,0,3,8,1420.0,0,1500,1282,8,0,47.6534,-122.346,98103,510000.0
5.5,3.0,2880,6800,2.0,0,0,3,7,2880.0,0,1640,4000,35,0,47.5873,-122.299,98144,751000.0
3.0,1.0,1420,8000,1.0,0,4,3,7,1420.0,0,1780,8295,65,0,47.5169,-122.255,98118,408000.0
3.0,1.0,1640,12855,1.5,0,0,5,6,1500.0,140,2190,11262,94,0,47.6169,-122.212,98004,1014250.0
3.0,2.0,1730,9030,1.0,0,0,4,7,1730.0,0,1470,9030,59,0,47.5875,-122.134,98007,575000.0
3.0,1.75,1250,8100,1.0,0,0,3,7,1250.0,0,1300,8175,64,1,47.5016,-122.348,98146,330000.0
3.0,2.25,1520,1221,3.0,0,0,3,8,1520.0,0,1550,4750,1,0,47.674,-122.377,98107,565000.0
3.0,2.5,1820,2935,2.0,0,0,3,8,1820.0,0,1820,2936,16,0,47.6018,-122.021,98074,456000.0
4.0,2.5,2700,9122,2.0,0,0,3,9,2700.0,0,2500,9122,24,0,47.5771,-121.994,98029,652500.0
3.0,1.75,1820,3140,2.0,0,0,5,8,1820.0,0,2030,5499,65,1,47.5271,-122.384,98136,582000.0
4.0,2.5,2770,5686,2.0,0,0,3,9,2770.0,0,2910,5000,10,0,47.5997,-121.973,98075,700000.0
2.0,1.0,1270,9182,1.5,0,0,3,6,1270.0,0,1760,9100,97,0,47.5365,-122.378,98126,235000.0
3.0,1.75,1400,12155,1.0,0,0,4,7,1400.0,0,2540,23522,37,0,47.5926,-122.047,98075,460000.0
3.0,2.25,1820,8008,1.0,0,0,3,8,1240.0,580,2030,8750,33,0,47.7206,-122.11,98052,475000.0
2.0,2.0,1870,6275,1.0,0,0,3,8,1870.0,0,1670,5200,11,0,47.7108,-122.031,98053,579000.0
4.0,2.0,1360,2746,1.5,0,0,3,7,1360.0,0,1960,2746,69,1,47.6736,-122.39,98107,507000.0
3.0,2.5,1040,2643,2.0,0,0,3,7,720.0,320,1540,5110,10,0,47.5165,-122.268,98118,210000.0
4.0,2.75,2140,10316,2.0,0,0,3,8,2140.0,0,1920,11337,21,0,47.3537,-122.274,98001,359500.0
3.0,1.75,1330,9831,1.0,0,0,3,7,1330.0,0,1330,7500,27,0,47.3304,-122.277,98001,248000.0
3.0,1.0,1070,5750,1.0,0,0,3,7,1070.0,0,1420,6500,62,0,47.5071,-122.255,98178,239300.0
3.0,2.25,1370,1533,3.0,0,0,3,8,1370.0,0,1370,1125,5,0,47.7326,-122.343,98133,315000.0
4.0,3.0,3510,12410,2.0,0,0,4,9,3510.0,0,3000,13209,39,0,47.6381,-122.166,98005,970000.0
3.0,1.5,1730,6240,1.0,0,1,3,8,1000.0,730,1620,6240,61,0,47.5282,-122.391,98136,510000.0
4.0,1.5,1550,9176,1.0,0,0,3,7,1000.0,550,1730,8539,58,0,47.6005,-122.129,98008,418000.0
4.0,2.5,3280,27441,2.0,0,0,3,9,3280.0,0,3200,26960,18,0,47.6711,-122.012,98053,699000.0
4.0,2.5,2150,8536,1.0,0,3,4,8,1400.0,750,2800,9500,48,0,47.5663,-122.163,98006,871000.0
3.0,1.75,1580,9147,1.0,0,1,4,7,1210.0,370,2600,23564,47,0,47.6069,-122.112,98008,515000.0
3.0,1.0,1460,43000,1.0,0,0,3,7,1460.0,0,2250,20023,62,0,47.4434,-122.347,98166,400000.0
3.0,1.75,1410,5100,1.0,0,0,4,7,1110.0,300,1600,7800,60,0,47.7026,-122.29,98125,445000.0
4.0,2.75,3090,6600,1.0,0,2,3,9,1800.0,1290,2380,5000,59,0,47.6339,-122.396,98199,1110000.0
3.0,1.5,1690,9600,1.0,0,0,3,7,1210.0,480,1450,9647,38,0,47.3857,-122.079,98038,212000.0
4.0,2.5,2870,11304,2.0,0,0,3,9,2870.0,0,2690,9940,35,0,47.5547,-122.154,98006,710000.0
4.0,1.0,1100,7110,1.0,0,0,4,7,880.0,220,1150,7110,108,0,47.3858,-122.227,98030,225800.0
3.0,1.75,2310,36665,1.0,0,2,3,8,1580.0,730,2000,14000,31,0,47.7697,-122.274,98155,520000.0
5.0,3.75,3490,15246,1.0,0,1,4,10,1940.0,1550,3410,15682,47,0,47.5479,-122.212,98040,1295000.0
4.0,2.0,2080,13510,1.0,0,0,3,7,1040.0,1040,2010,11625,64,0,47.4918,-122.258,98178,248000.0
4.0,2.5,2230,7200,1.0,0,0,4,7,1220.0,1010,1920,7200,57,0,47.589,-122.156,98005,556000.0
5.0,1.75,1710,11900,1.0,0,0,3,7,1070.0,640,1030,10360,57,0,47.506,-122.365,98146,319950.0
4.0,2.75,1640,3000,1.0,0,0,3,7,1000.0,640,1150,4545,31,0,47.5625,-122.283,98118,320000.0
3.0,2.5,1600,2788,2.0,0,0,4,7,1600.0,0,1720,3605,22,0,47.4034,-122.187,98031,245000.0
3.0,2.5,2850,36585,2.0,0,0,3,10,2850.0,0,3340,35671,28,0,47.7376,-122.102,98072,700000.0
5.0,2.75,2600,8160,2.0,0,0,3,8,2600.0,0,1600,8160,0,0,47.7348,-122.34,98133,628000.0
3.0,2.0,1380,4800,1.0,0,0,3,7,1380.0,0,1740,5640,66,0,47.651,-122.369,98199,640000.0
4.0,1.75,1320,4978,1.0,0,0,4,7,940.0,380,1260,4693,73,0,47.5266,-122.379,98126,420000.0
3.0,2.5,1420,1162,3.0,0,0,3,8,1420.0,0,1430,1560,12,0,47.6982,-122.349,98103,349950.0
4.0,2.75,2420,8438,2.0,0,0,3,8,2420.0,0,2420,8580,18,0,47.2091,-122.009,98022,307999.0
4.0,2.75,2600,6050,2.0,0,0,5,8,1960.0,640,1990,6050,65,0,47.5656,-122.4,98116,749950.0
2.0,1.0,840,3844,1.0,0,0,4,6,840.0,0,1040,3844,95,0,47.7048,-122.347,98133,290000.0
3.0,1.75,1420,7920,1.0,0,0,4,7,1420.0,0,1420,7920,52,0,47.2931,-122.188,98092,235000.0
3.0,1.0,1790,6120,1.0,0,0,3,6,1790.0,0,830,6120,77,1,47.508,-122.337,98146,225000.0
3.0,1.0,1790,6120,1.0,0,0,3,6,1790.0,0,830,6120,78,1,47.508,-122.337,98146,302100.0
2.0,1.0,1340,6380,1.0,0,0,3,7,890.0,450,1380,6380,76,0,47.697,-122.313,98115,520000.0
2.0,1.0,1010,7200,1.0,0,0,3,7,1010.0,0,1890,9248,39,0,47.7651,-122.291,98155,285000.0
3.0,2.0,1640,15258,1.0,0,0,3,8,1640.0,0,1640,16345,33,0,47.6301,-122.037,98074,525000.0
5.0,2.75,2980,8500,1.0,0,0,3,8,1540.0,1440,2310,8500,33,0,47.3641,-122.278,98032,374900.0
3.0,2.0,1370,7200,1.0,0,0,3,7,1130.0,240,1300,7208,88,1,47.7329,-122.308,98125,377500.0
3.0,2.25,2190,8775,1.5,0,1,4,8,2190.0,0,1910,8145,88,0,47.7303,-122.287,98125,587450.0
3.0,2.25,1530,12000,1.0,0,0,3,7,1070.0,460,2140,13636,36,0,47.2715,-122.338,98023,245000.0
3.0,2.0,1290,5757,1.0,0,0,3,7,1290.0,0,1580,6798,20,0,47.3175,-122.17,98092,200000.0
4.0,3.75,5150,453895,2.0,0,3,3,11,4360.0,790,2500,215186,17,0,47.6795,-121.991,98053,2140000.0
3.0,2.5,2470,9226,2.0,0,0,3,9,2470.0,0,2820,11013,23,0,47.7439,-122.17,98072,607000.0
1.5,1.25,1810,5070,1.5,1,4,4,8,1230.0,580,2280,5070,48,0,47.5814,-122.081,98075,1247000.0
4.0,2.5,2230,14694,1.0,0,0,4,7,1180.0,1050,1470,13458,34,0,47.6305,-122.034,98074,549950.0
3.0,3.0,2300,7701,1.0,0,0,3,7,2300.0,0,1570,8116,54,0,47.5102,-122.18,98056,250000.0
3.0,2.5,2030,6970,2.0,0,0,4,8,2030.0,0,2000,6140,23,0,47.5718,-121.999,98029,525000.0
3.0,1.75,2000,9900,1.0,0,2,4,8,1480.0,520,2310,10200,57,0,47.4436,-122.339,98166,440000.0
3.0,2.75,3610,107386,1.5,1,3,3,8,3130.0,480,2630,42126,97,1,47.3351,-122.362,98023,425000.0
5.0,2.5,3290,5029,2.0,0,0,3,8,3290.0,0,2990,6441,10,0,47.5773,-122.056,98075,739900.0
3.0,2.0,1300,3731,1.0,0,0,3,7,900.0,400,1300,3731,21,0,47.5374,-122.27,98118,315000.0
5.0,1.0,1880,3774,1.5,0,0,3,6,1360.0,520,1420,2550,98,0,47.566,-122.37,98126,340000.0
4.0,2.75,2170,9743,2.0,0,0,3,7,2170.0,0,1670,7734,20,0,47.3814,-122.024,98038,366000.0
3.0,1.75,1680,7250,1.0,0,0,3,7,930.0,750,1340,7250,62,0,47.7201,-122.35,98133,315000.0
3.0,1.5,1190,9135,1.0,0,0,4,7,1190.0,0,1520,9146,55,0,47.5164,-122.189,98056,299000.0
2.0,1.0,940,5000,1.0,0,0,3,7,940.0,0,1800,7400,64,0,47.7518,-122.279,98155,350000.0
2.0,1.75,1010,1461,1.0,0,0,3,7,670.0,340,1500,2499,11,0,47.6515,-122.4,98199,340000.0
3.0,1.75,1290,8580,1.0,0,0,4,7,1290.0,0,1840,8580,52,0,47.6707,-122.174,98033,460000.0
3.0,1.5,1480,10588,1.0,0,0,3,7,1480.0,0,1370,10588,57,0,47.2872,-122.212,98002,224000.0
2.0,1.0,900,6400,1.0,0,0,2,6,900.0,0,1350,6405,74,0,47.5287,-122.281,98118,140000.0
4.0,2.0,1400,7632,1.5,0,0,5,6,1400.0,0,1400,7632,84,0,47.4625,-122.345,98166,246000.0
3.0,2.5,2040,14071,2.0,0,0,3,7,2040.0,0,1890,14040,20,0,47.7278,-121.963,98019,330000.0
3.0,1.0,1450,7200,1.0,0,0,3,7,1010.0,440,1500,6767,45,0,47.7311,-122.199,98034,306000.0
3.0,1.0,1210,7440,1.0,0,0,3,7,1210.0,0,1120,7440,65,0,47.7402,-122.323,98155,324950.0
2.0,1.5,1800,26615,1.0,0,0,5,7,1240.0,560,2010,26337,27,0,47.302,-122.123,98092,345000.0
3.0,1.0,1490,8995,1.0,0,0,4,7,1490.0,0,1490,9000,60,0,47.4901,-122.303,98168,207000.0
3.0,1.0,1240,5700,1.5,0,0,5,6,1240.0,0,1140,5700,61,0,47.4927,-122.169,98056,238000.0
3.0,2.0,2632,18743,2.0,0,3,3,10,2632.0,0,1970,14171,15,0,47.3743,-122.421,98070,695000.0
3.0,2.5,2150,15304,2.0,0,0,4,9,2150.0,0,2540,10507,35,0,47.5573,-122.136,98006,649950.0
3.0,2.75,1710,9448,1.0,0,0,3,7,1010.0,700,1960,8951,68,0,47.6693,-122.267,98105,515000.0
3.0,2.5,1530,5032,2.0,0,0,3,7,1530.0,0,1450,2136,16,0,47.6985,-122.349,98103,452000.0
4.0,2.5,1630,3060,2.0,0,0,3,7,1630.0,0,1270,4590,11,0,47.5072,-122.336,98146,236000.0
4.0,3.5,4080,14450,2.0,0,2,3,12,3210.0,870,4080,12114,16,0,47.5519,-122.106,98006,1285000.0
3.0,2.75,2340,16500,1.0,0,0,4,8,1500.0,840,2210,15251,42,0,47.5952,-122.051,98075,563000.0
3.0,1.75,1000,14061,1.0,0,0,4,7,1000.0,0,1260,12635,48,0,47.7417,-122.093,98072,410988.0
1.5,2.5,2290,8319,2.0,0,0,3,8,2290.0,0,2500,8751,29,0,47.3473,-122.151,98042,339950.0
4.0,2.5,3180,13118,2.0,0,0,4,11,3180.0,0,3070,12861,28,0,47.5382,-122.23,98040,1200000.0
4.0,2.5,2170,19785,2.0,0,0,3,8,2170.0,0,2280,8616,23,0,47.4034,-122.167,98031,340000.0
4.0,3.25,3020,13457,1.0,0,0,5,9,3020.0,0,2120,7553,58,0,47.7174,-122.336,98133,808100.0
3.0,1.75,1330,6301,1.0,0,0,3,7,1330.0,0,1330,6144,16,0,47.3411,-122.219,98002,236000.0
4.0,1.75,1720,8300,1.0,0,0,4,8,1720.0,0,1840,8300,50,0,47.4654,-122.194,98055,330000.0
4.0,3.5,2540,5808,2.0,0,0,5,8,1820.0,720,1520,5461,105,1,47.6857,-122.376,98117,799990.0
1.5,2.5,1810,5669,2.0,0,0,3,7,1810.0,0,1810,5685,11,0,47.3493,-122.053,98038,240000.0
3.0,1.0,1410,18600,1.0,0,0,5,7,1410.0,0,1610,24941,55,0,47.5031,-122.152,98059,343000.0
3.0,2.5,1530,9406,1.0,0,0,3,7,1270.0,260,1700,7682,21,0,47.4852,-122.162,98059,332000.0
5.0,3.5,4380,14925,2.0,0,0,3,11,4380.0,0,4310,14633,12,0,47.5848,-121.969,98075,945000.0
3.0,1.0,1140,8366,1.0,0,0,5,6,1140.0,0,960,7200,71,0,47.4768,-122.177,98058,239950.0
5.0,1.75,2110,5000,1.5,0,0,4,7,1250.0,860,1720,5000,69,0,47.6745,-122.287,98115,674000.0
3.0,1.0,1050,5000,1.0,0,0,4,6,1050.0,0,1050,5200,47,0,47.4923,-122.165,98056,200000.0
3.0,1.75,1600,7232,1.0,0,0,3,8,1600.0,0,1970,8120,49,0,47.6293,-122.121,98008,453000.0
3.0,1.75,1430,8865,1.0,0,0,3,7,1430.0,0,1250,8154,64,0,47.7331,-122.299,98125,330000.0
4.0,2.5,1996,4547,2.0,0,0,3,7,1996.0,0,2180,5127,6,0,47.3365,-122.051,98042,285000.0
4.0,1.75,1530,8152,1.0,0,0,5,6,910.0,620,1310,8152,66,0,47.7557,-122.328,98155,338000.0
2.0,1.0,1000,6000,1.0,0,0,3,6,1000.0,0,1250,6000,64,0,47.5208,-122.372,98126,264950.0
4.0,2.0,2530,10800,1.0,0,0,5,8,1350.0,1180,2960,12150,61,0,47.5705,-122.225,98040,880000.0
3.0,1.5,970,5488,1.0,0,0,3,7,970.0,0,1040,5488,39,0,47.5366,-122.359,98106,209500.0
4.0,2.5,2400,9398,1.0,0,0,4,7,1310.0,1090,1330,8249,57,0,47.4952,-122.178,98056,380000.0
3.0,2.0,1830,12891,1.0,0,0,3,7,1830.0,0,2320,8709,20,0,47.3924,-122.192,98031,336500.0
3.0,2.25,2130,8466,1.0,0,0,3,7,1290.0,840,2250,9682,31,0,47.4537,-122.211,98055,360000.0
4.0,3.25,3330,33826,2.0,0,0,5,8,3330.0,0,2580,28707,90,0,47.7596,-122.275,98155,911100.0
2.0,1.0,560,7560,1.0,0,0,3,6,560.0,0,990,7560,70,0,47.5271,-122.375,98126,249900.0
4.0,1.0,1210,6250,1.0,0,0,3,7,1210.0,0,1210,8291,52,0,47.5008,-122.333,98168,175000.0
3.0,2.5,2380,2500,3.0,0,3,3,9,2380.0,0,2270,5000,26,0,47.5734,-122.375,98126,549950.0
3.0,1.75,1370,10866,1.0,0,0,4,6,1370.0,0,1580,14250,69,0,47.6774,-122.164,98052,225000.0
3.0,1.75,1370,10866,1.0,0,0,4,6,1370.0,0,1580,14250,69,0,47.6774,-122.164,98052,270000.0
3.0,2.25,1740,11040,2.0,0,0,3,8,1740.0,0,1720,11778,34,0,47.7376,-122.242,98028,400000.0
2.0,1.0,790,5240,1.0,0,0,4,6,790.0,0,1430,5320,89,0,47.5303,-122.288,98118,299800.0
3.0,2.5,2480,8676,2.0,0,0,4,8,2480.0,0,2540,9496,25,0,47.53,-122.172,98056,555000.0
3.0,2.5,1920,9180,2.0,0,0,3,8,1920.0,0,1930,7252,26,0,47.4818,-122.231,98055,230000.0
4.0,2.5,2750,6259,2.0,0,0,3,9,2750.0,0,2810,6824,12,0,47.3304,-122.179,98092,360000.0
2.0,1.0,880,3200,1.0,0,0,3,7,880.0,0,1880,6000,104,1,47.6575,-122.402,98199,415000.0
4.0,1.75,2160,8000,1.0,0,0,4,9,1660.0,500,2350,8200,38,0,47.3165,-122.382,98023,355000.0
4.0,2.5,2570,27972,2.0,0,0,3,8,2570.0,0,2500,29761,18,0,47.6343,-121.969,98053,635000.0
5.0,2.75,2130,5000,1.0,0,0,5,7,1100.0,1030,1340,6837,36,0,47.5271,-122.274,98118,353000.0
5.5,4.0,3150,34830,1.0,0,0,3,9,3150.0,0,2390,12054,57,1,47.6029,-122.147,98007,999000.0
3.0,1.5,1780,10196,1.0,0,0,4,7,1270.0,510,1320,7875,48,0,47.3375,-122.291,98001,265000.0
4.0,1.75,1910,8250,1.0,0,0,4,7,1910.0,0,1500,8250,56,0,47.6131,-122.123,98008,250000.0
2.0,1.0,1170,7142,1.0,0,0,3,7,1170.0,0,1170,7615,63,0,47.7497,-122.313,98155,225000.0
2.0,1.0,900,5000,1.0,0,0,3,7,900.0,0,1280,5000,70,0,47.6883,-122.395,98117,553000.0
5.0,2.5,2650,11455,1.0,0,0,3,7,1400.0,1250,1960,9880,53,0,47.6141,-122.116,98008,565000.0
2.0,1.0,1170,5150,1.0,0,0,3,6,980.0,190,1660,5150,107,0,47.5503,-122.283,98118,312000.0
3.0,2.5,2630,185130,2.0,0,0,3,9,2630.0,0,2630,210394,23,0,47.7035,-121.894,98014,475000.0
4.0,2.75,2150,9163,1.0,0,0,3,8,1340.0,810,2260,7750,22,0,47.266,-122.307,98003,320000.0
3.0,2.0,1430,9583,1.0,0,0,4,7,1430.0,0,1890,11100,50,0,47.7206,-122.197,98034,453000.0
3.0,1.0,960,6180,1.0,0,0,4,6,960.0,0,1250,4120,105,0,47.5518,-122.279,98118,320000.0
4.0,2.75,2640,8400,1.0,0,2,3,8,1440.0,1200,2610,6000,68,0,47.5882,-122.29,98144,610000.0
3.0,1.5,1490,9630,1.0,0,0,4,8,1490.0,0,1960,10469,55,0,47.7623,-122.256,98028,385000.0
3.0,1.75,1210,8075,1.0,0,0,4,6,1210.0,0,1310,8025,31,0,47.2666,-122.254,98001,215000.0
4.0,1.5,1860,5040,1.5,0,0,5,8,1860.0,0,1680,5800,94,0,47.2077,-121.993,98022,215000.0
3.0,2.5,1980,4274,2.0,0,0,3,7,1980.0,0,2000,4394,11,0,47.7767,-122.239,98028,415000.0
1.5,1.0,900,6380,1.0,0,0,3,6,900.0,0,1830,6380,67,0,47.7019,-122.311,98125,350000.0
1.5,1.0,900,6380,1.0,0,0,3,6,900.0,0,1830,6380,68,0,47.7019,-122.311,98125,395000.0
2.0,1.75,1490,9874,1.0,0,0,4,7,1490.0,0,2280,9869,51,0,47.6246,-122.199,98004,898000.0
3.0,2.5,2980,7338,2.0,0,0,3,8,2980.0,0,3010,5267,8,0,47.437,-122.207,98055,480000.0
3.0,2.5,2660,1973,3.0,0,3,3,9,1870.0,790,1640,1369,7,0,47.6264,-122.364,98119,1240000.0
4.0,2.5,2790,230868,2.0,0,0,3,8,2790.0,0,1590,217800,25,0,47.7647,-122.019,98077,599000.0
4.0,3.0,2800,9127,2.0,0,0,3,9,2800.0,0,2780,8165,16,0,47.6123,-122.007,98074,770000.0
3.0,2.25,1590,8520,2.0,0,0,4,8,1590.0,0,2470,12005,35,0,47.6477,-122.216,98004,1208000.0
4.0,2.25,3240,11131,1.0,0,0,4,9,2080.0,1160,2300,12150,62,0,47.6182,-122.215,98004,1590000.0
3.0,2.0,2130,35169,1.0,0,0,4,8,2130.0,0,2860,43560,25,0,47.7489,-122.123,98072,880000.0
3.0,2.0,1510,7884,1.0,0,0,3,6,1510.0,0,1050,7620,72,1,47.4683,-122.348,98166,332000.0
3.0,1.75,1750,7200,1.0,0,0,3,7,1750.0,0,1810,7590,48,0,47.6289,-122.119,98008,445000.0
4.0,2.75,4010,87555,2.0,0,0,3,10,4010.0,0,2451,209523,10,0,47.4299,-121.998,98038,849000.0
4.0,1.5,1650,2970,1.5,0,0,3,7,1650.0,0,1670,2970,111,0,47.6233,-122.319,98102,752000.0
5.5,7.5,4050,6504,2.0,0,0,3,7,4050.0,0,1448,3866,18,0,47.5923,-122.301,98144,450000.0
3.0,1.0,1320,5500,1.0,0,0,3,7,1320.0,0,1480,5250,59,0,47.5705,-122.398,98116,420000.0
4.0,2.5,2310,6320,2.0,0,0,3,8,2310.0,0,1850,6181,18,0,47.3287,-122.167,98092,330000.0
3.0,1.75,1440,9065,1.0,0,0,4,8,1440.0,0,1990,8812,42,0,47.7163,-122.333,98133,409000.0
5.0,1.75,2330,14322,1.0,0,0,4,7,1180.0,1150,1690,10010,46,0,47.4768,-122.155,98059,350000.0
4.0,2.5,2430,44001,1.0,0,0,3,8,2430.0,0,2200,46924,21,0,47.7125,-121.916,98019,570000.0
3.0,1.0,1390,8333,1.0,0,0,3,7,1390.0,0,1320,7090,32,0,47.7652,-122.31,98155,315000.0
2.0,1.0,1150,15000,1.0,0,0,3,6,1060.0,90,1350,15000,84,1,47.4935,-122.316,98168,224000.0
4.0,1.75,2120,9706,1.0,0,0,3,7,1370.0,750,1730,11337,49,0,47.4939,-122.297,98168,293550.0
4.0,2.75,2300,3175,1.5,0,0,3,6,1340.0,960,1260,3175,48,0,47.5732,-122.305,98144,350000.0
4.0,2.5,3320,9380,2.0,0,3,3,10,3320.0,0,2870,11779,26,0,47.5655,-122.114,98006,1108000.0
4.0,2.5,2400,7092,2.0,0,0,3,7,2400.0,0,2350,8310,18,0,47.7522,-122.338,98133,442500.0
3.0,2.5,3580,118047,1.0,0,0,3,9,3240.0,340,3240,123275,22,0,47.4453,-121.98,98027,616500.0
3.0,2.5,2100,9040,1.0,0,0,3,8,1700.0,400,2430,8809,25,0,47.5329,-122.173,98056,506400.0
3.0,2.25,1550,4411,2.0,0,0,3,7,1550.0,0,1620,4621,13,0,47.7373,-121.966,98019,324000.0
3.0,1.5,1570,6450,1.5,0,0,4,6,1570.0,0,1400,6450,83,0,47.2021,-121.996,98022,169000.0
3.0,2.0,1480,5000,1.0,0,0,4,7,750.0,730,1250,4000,86,0,47.6859,-122.37,98117,595000.0
